submissionID,title,authors,track,acceptanceStatus,submissionType
2012,De-biased Court’s View Generation with Causality,"Yiquan Wu, Kun Kuang, Yating Zhang, Xiaozhong Liu, Changlong Sun, Jun Xiao, Yueting Zhuang, Luo Si and Fei Wu",Language Generation:Ethics,Accept,Long Paper
1399,Debiasing knowledge graph embeddings,"Joseph Fisher, Arpit Mittal, Dave Palfrey and Christos Christodoulopoulos",Machine Learning for NLP,Accept,Long Paper
2225,Deep Attentive Stock Forecasting factoring Social Media Linguistics and Company Correlations,"Ramit Sawhney, Shivam Agarwal, Arnav Wadhwa and Rajiv Ratn Shah",NLP Applications,Accept,Long Paper
3462,Deep Weighted MaxSAT for Aspect-based Opinion Extraction,"Meixi Wu, Wenya Wang and Sinno Jialin Pan","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept,Long Paper
2587,Dense Passage Retrieval for Open-Domain Question Answering,"Vladimir Karpukhin, Barlas Oguz, Sewon Min, Patrick Lewis, Ledell Wu, Sergey Edunov, Danqi Chen and Wen-tau Yih",Question Answering,Accept,Long Paper
3453,Design Challenges in Low-resource Cross-lingual Entity Linking,"Xingyu Fu, Weijia Shi, Xiaodong Yu, Zian Zhao and Dan Roth",Information Extraction,Accept,Long Paper
438,Detecting Attackable Sentences in Arguments,"Yohan Jo, Seojin Bang, Emaad Manzoor, Eduard Hovy and Chris Reed","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept,Long Paper
635,Detecting Cross-Modal Inconsistency to Defend Against Neural Fake News,"Reuben Tan, Bryan Plummer and Kate Saenko","Language Grounding to Vision, Robotics and Beyond",Accept,Long Paper
2553,Detecting Fine-Grained Cross-Lingual Semantic Divergences without Supervision by Learning To Rank,Eleftheria Briakou and Marine Carpuat,"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept,Long Paper
478,Dialogue Distillation: Open-domain Dialogue Augmentation Using Unpaired Data,"Rongsheng Zhang, Yinhe Zheng, Jianzhi Shao, Xiao-Xi Mao, Yadong Xi and Minlie Huang",Dialog and Interactive Systems,Accept,Long Paper
1700,Dialogue Response Ranking Training with Large-Scale Human Feedback Data,"Xiang Gao, Yizhe Zhang, Michel Galley, Chris Brockett and Bill Dolan",Dialog and Interactive Systems,Accept,Long Paper
2218,Digital Voicing of Silent Speech,David Gaddy and Dan Klein,Speech and Multimodality:Best Paper Candidates,Accept,Long Paper
2163,Direct Segmentation Models for Streaming Speech Translation,"Javier Iranzo-Sánchez, Adrià Giménez Pastor, Joan Albert Silvestre-Cerdà, Pau Baquero-Arnal, Jorge Civera Saiz and Alfons Juan",Machine Translation and Multilinguality,Accept,Long Paper
1622,Discern: Discourse-Aware Entailment Reasoning Network for Conversational Machine Reading,"Yifan Gao, Chien-Sheng Wu, Jingjing Li, Shafiq Joty, Steven C.H. Hoi, Caiming Xiong, Irwin King and Michael Lyu",Question Answering,Accept,Long Paper
486,Discontinuous Constituent Parsing as Sequence Labeling,David Vilares and Carlos Gómez-Rodríguez,"Syntax: Tagging, Chunking, and Parsing",Accept,Long Paper
955,Discourse Self-Attention for Discourse Element Identification in Argumentative Student Essays,"Wei Song, Ziyao Song, Ruiji Fu, Lizhen Liu, Miaomiao Cheng and Ting Liu",Discourse and Pragmatics,Accept,Long Paper
3217,Discriminative Nearest Neighbor Few-Shot Intent Detection by Transferring Natural Language Inference,"Jianguo Zhang, Kazuma Hashimoto, Wenhao Liu, Chien-Sheng Wu, Yao Wan, Philip Yu, Richard Socher and Caiming Xiong",Dialog and Interactive Systems,Accept,Long Paper
1834,Discriminatively-Tuned Generative Classifiers for Robust Natural Language Inference,"Xiaoan Ding, Tianyu Liu, Baobao Chang, Zhifang Sui and Kevin Gimpel","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept,Long Paper
2873,Disentangle-based Continual Graph Representation Learning,"Xiaoyu Kou, Yankai Lin, Shaobo Liu, Peng Li, Jie Zhou and Yan Zhang",Machine Learning for NLP,Accept,Long Paper
2438,Dissecting Span Identification Tasks with Performance Prediction,"Sean Papay, Roman Klinger and Sebastian Padó",Interpretability and Analysis of Models for NLP,Accept,Long Paper
2661,Distilling Multiple Domains for Neural Machine Translation,"Anna Currey, Prashant Mathur and Georgiana Dinu",Machine Translation and Multilinguality,Accept,Long Paper
1091,"Diverse, Controllable, and Keyphrase-Aware: A Corpus and Method for News Multi-Headline Generation","Dayiheng Liu, Yeyun Gong, Yu Yan, Jie Fu, Bo Shao, Daxin Jiang, Jiancheng Lv and Nan Duan",Summarization,Accept,Long Paper
3064,Diversiﬁed Multiple Instance Learning for Document-Level Multi-Aspect Sentiment Classiﬁcation,"Yunjie Ji, Hao Liu, Bolei He, Xinyan Xiao, Hua Wu and Yanhua Yu","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept,Long Paper
2920,Do “Undocumented Immigrants” == “Illegal Aliens”? Differentiating Denotation and Connotation in Vector Space,"Albert Webson, Zhizhong Chen, Carsten Eickhoff and Ellie Pavlick",Semantics: Lexical Semantics,Accept,Long Paper
2430,Do sequence-to-sequence VAEs learn global features of sentences?,Tom Bosc and Pascal Vincent,Language Generation,Accept,Long Paper
2141,doc2dial: A Goal-Oriented Document-Grounded Dialogue Dataset,"Song Feng, Hui Wan, Chulaka Gunasekara, Siva Patel, Sachindra Joshi and Luis Lastras",Dialog and Interactive Systems,Accept,Long Paper
1670,Does my multimodal model learn cross-modal interactions? It’s harder to tell than you might think!,Jack Hessel and Lillian Lee,"Language Grounding to Vision, Robotics and Beyond",Accept,Long Paper
2972,Domain Knowledge Empowered Structured Neural Net for End-to-End Event Temporal Relation Extraction,"Rujun Han, Yichao Zhou and Nanyun Peng",Information Extraction,Accept,Long Paper
1837,Don't Read Too Much Into It: Adaptive Computation for Open-Domain Question Answering,"Yuxiang Wu, Sebastian Riedel, Pasquale Minervini and Pontus Stenetorp",Question Answering,Accept,Long Paper
2221,DORB: Dynamically Optimizing Multiple Rewards with Bandits,"Ramakanth Pasunuru, Han Guo and Mohit Bansal",Machine Learning for NLP,Accept,Long Paper
158,Double Graph Based Reasoning for Document-level Relation Extraction,"Shuang Zeng, Runxin Xu, Baobao Chang and Lei Li",Information Extraction,Accept,Long Paper
2476,DualTKB: A Dual Learning Bridge between Text and Knowledge Base,"Pierre Dognin, Igor Melnyk, Inkit Padhi, Cícero Nogueira dos Santos and Payel Das",Information Extraction,Accept,Long Paper
658,DyERNIE: Dynamic Evolution of Riemannian Manifold Embeddings for Temporal Knowledge Graph Completion,"Zhen Han, Peng Chen, Yunpu Ma and Volker Tresp",Machine Learning for NLP,Accept,Long Paper
684,Dynamic Anticipation and Completion for Multi-Hop Reasoning over Sparse Knowledge Graph,"Xin Lv, Xu Han, Lei Hou, Juanzi Li, Zhiyuan Liu, Wei Zhang, YICHI ZHANG, Hao Kong and Suhui Wu",Information Extraction,Accept,Long Paper
1504,Dynamic Context Selection for Document-level Neural Machine Translation via Reinforcement Learning,"Xiaomian Kang, Yang Zhao, Jiajun Zhang and Chengqing Zong",Machine Translation and Multilinguality,Accept,Long Paper
1572,Dynamic Data Selection and Weighting for Iterative Back-Translation,"Zi-Yi Dou, Antonios Anastasopoulos and Graham Neubig",Machine Translation and Multilinguality,Accept,Long Paper
3434,Effective Unsupervised Domain Adaptation with Adversarially Trained Language Models,"Thuy-Trang Vu, Dinh Phung and Gholamreza Haffari",Machine Learning for NLP,Accept,Long Paper
2838,Efficient Meta Lifelong-Learning with Limited Memory,"Zirui Wang, Sanket Vaibhav Mehta, Barnabas Poczos and Jaime Carbonell",Machine Learning for NLP,Accept,Long Paper
2763,Eliciting Knowledge from Language Models Using Automatically Generated Prompts,"Taylor Shin, Yasaman Razeghi, Robert L Logan IV, Eric Wallace and Sameer Singh",Multidisciplinary and AC COI,Accept,Long Paper
973,Embedding Words in Non-Vector Space with Unsupervised Graph Learning,"Maksim Riabinin, Sergei Popov, Liudmila Prokhorenkova and Elena Voita",Machine Learning for NLP,Accept,Long Paper
1649,Enabling Cross-Lingual AMR Parsing with Transfer Learning Techniques,"Rexhina Blloshmi, Rocco Tripodi and Roberto Navigli","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept,Long Paper
3594,End-to-End Emotion-Cause Pair Extraction based on Sliding Window Multi-Label Learning,"Zixiang Ding, Rui Xia and Jianfei Yu","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept,Long Paper
2641,End-to-End Slot Alignment and Recognition for Cross-Lingual {NLU},"Weijia Xu, Batool Haider and Saab Mansour",Dialog and Interactive Systems,Accept,Long Paper
1877,End-to-End Synthetic Data Generation for Domain Adaptation of Question Answering Systems,"Siamak Shakeri, Cícero Nogueira dos Santos, Henghui Zhu, Patrick Ng, Feng Nan, Zhiguo Wang, Ramesh Nallapati and Bing Xiang",Question Answering,Accept,Long Paper
983,Enhancing Aspect Term Extraction with Soft Prototypes,Zhuang Chen and Tieyun Qian,Information Extraction,Accept,Long Paper
2834,"Ensemble Distillation for Structured Prediction: Calibrated, Accurate, Fast—Choose Three","Steven Reich, David Mueller and Nicholas Andrews",Machine Learning for NLP,Accept,Long Paper
1528,Entities as Experts: Sparse Memory Access with Entity Supervision,"Thibault Févry, Livio Baldini Soares, Nicholas FitzGerald, Eunsol Choi and Tom Kwiatkowski",Machine Learning for NLP,Accept,Long Paper
2947,Entity Enhanced BERT Pre-training for Chinese NER,"Chen Jia, Yuefeng Shi, Qinrong Yang and Yue Zhang",Information Extraction,Accept,Long Paper
3216,Entity Linking in 100 Languages,"Jan A. Botha, Zifei Shan and Daniel Gillick",Information Extraction,Accept,Long Paper
1618,ETC: Encoding Long and Structured Inputs in Transformers,"Joshua Ainslie, Santiago Ontanon, Chris Alberti, Vaclav Cvicek, Zachary Fisher, Philip Pham, Anirudh Ravula, Sumit Sanghai, Qifan Wang and Li Yang",Machine Learning for NLP,Accept,Long Paper
2814,Evaluating and Characterizing Human Rationales,"Samuel Carton, Anirudh Rathore and Chenhao Tan",Interpretability and Analysis of Models for NLP,Accept,Long Paper
1460,Evaluating the Calibration of Knowledge Graph Embeddings for Trustworthy Link Prediction,"Tara Safavi, Danai Koutra and Edgar Meij",Information Retrieval and Text Mining,Accept,Long Paper
2506,Evaluating the Factual Consistency of Abstractive Text Summarization,"Wojciech Kryscinski, Bryan McCann, Caiming Xiong and Richard Socher",Summarization,Accept,Long Paper
1977,Event Extraction as Machine Reading Comprehension,"Jian Liu, Yubo Chen, Kang Liu, Wei Bi and Xiaojiang Liu",Information Extraction,Accept,Long Paper
96,Event Extraction by Answering (Almost) Natural Questions,Xinya Du and Claire Cardie,Information Extraction,Accept,Long Paper
1782,EXAMS: A Multi-subject High School Examinations Dataset for Cross-lingual and Multilingual Question Answering,"Momchil Hardalov, Todor Mihaylov, Dimitrina Zlatkova, Yoan Dinkov, Ivan Koychev and Preslav Nakov",Question Answering,Accept,Long Paper
1455,Experience Grounds Language,"Yonatan Bisk, Ari Holtzman, Jesse Thomason, Jacob Andreas, Yoshua Bengio, Joyce Chai, Mirella Lapata, Angeliki Lazaridou, Jonathan May, Aleksandr Nisnevich, Nicolas Pinto and Joseph Turian","Language Grounding to Vision, Robotics and Beyond",Accept,Long Paper
3151,Explainable Automated Fact-Checking for Public Health Claims,Neema Kotonya and Francesca Toni,Computational Social Science and Social Media,Accept,Long Paper
1942,Explainable Clinical Decision Support from Text,"Jinyue Feng, Chantal Shaib and Frank Rudzicz",NLP Applications,Accept,Long Paper
666,Exploiting Structured Knowledge in Text via Graph-Guided Representation Learning,"Tao Shen, Yi Mao, Pengcheng He, Guodong Long, Adam Trischler and Weizhu Chen",Information Retrieval and Text Mining,Accept,Long Paper
1787,"Exploring and Evaluating Attributes, Values, and Structure for Entity Alignment","Zhiyuan Liu, Yixin Cao, Liangming Pan, Juanzi Li, Zhiyuan Liu and Tat-Seng Chua",Information Extraction,Accept,Long Paper
2087,Exploring and Predicting Transferability across NLP Tasks,"Tu Vu, Tong Wang, Tsendsuren Munkhdalai, Alessandro Sordoni, Adam Trischler, Andrew Mattarella-Micke, Subhransu Maji and Mohit Iyyer",Machine Learning for NLP,Accept,Long Paper
598,Exploring Semantic Capacity of Terms,"Jie Huang, Zilong Wang, Kevin Chang, Wen-mei Hwu and JinJun Xiong",Semantics: Lexical Semantics,Accept,Long Paper
1018,Exploring the Linear Subspace Hypothesis in Gender Bias Mitigation,Francisco Vargas and Ryan Cotterell,Machine Learning for NLP,Accept,Long Paper
440,Extracting Implicitly Asserted Propositions in Argumentation,"Yohan Jo, Jacky Visser, Chris Reed and Eduard Hovy","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept,Long Paper
334,F^2-Softmax: Diversifying Neural Text Generation via Frequency Factorized Softmax,"Byung-Ju Choi, Jimin Hong, David Park and Sang Wan Lee",Language Generation,Accept,Long Paper
959,F1 is Not Enough! Models and Evaluation Towards User-Centered Explainable Question Answering,"Hendrik Schuff, Heike Adel and Ngoc Thang Vu",Interpretability and Analysis of Models for NLP,Accept,Long Paper
168,Facilitating the Communication of Politeness through Fine-Grained Paraphrasing,"Liye Fu, Susan Fussell and Cristian Danescu-Niculescu-Mizil",Language Generation,Accept,Long Paper
2962,Fact or Fiction: Verifying Scientific Claims,"David Wadden, Shanchuan Lin, Kyle Lo, Lucy Lu Wang, Madeleine van Zuylen, Arman Cohan and Hannaneh Hajishirzi",NLP Applications,Accept,Long Paper
2419,Fast semantic parsing with well-typedness guarantees,"Matthias Lindemann, Jonas Groschwitz and Alexander Koller","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept,Long Paper
3023,Feature Adaptation of Pre-Trained Language Models across Languages and Domains with Robust Self-Training,"Hai Ye, Qingyu Tan, Ruidan He, Juntao Li, Hwee Tou Ng and Lidong Bing","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept,Long Paper
2938,FedED: Federated Learning via Ensemble Distillation for Medical Relation Extraction,"Dianbo Sui, Yubo Chen, Jun Zhao, Yantao Jia, Yuantao Xie and Weijian Sun",Information Extraction,Accept,Long Paper
3672,Few-shot Complex Knowledge Base Question Answering via Meta Reinforcement Learning,"Yuncheng Hua, Yuan-Fang Li, Gholamreza Haffari, Guilin Qi and Tongtong Wu",Question Answering,Accept,Long Paper
1023,Few-Shot Learning for Opinion Summarization,"Arthur Bražinskas, Mirella Lapata and Ivan Titov",Summarization,Accept,Long Paper
2164,Filtering Noisy Dialogue Corpora by Connectivity and Content Relatedness,"Reina Akama, Sho Yokoi, Jun Suzuki and Kentaro Inui",Dialog and Interactive Systems,Accept,Long Paper
3496,Form2Seq : A Framework for Higher-Order Form Structure Extraction,"Milan Aggarwal, Hiresh Gupta, Mausoom Sarkar and Balaji Krishnamurthy",NLP Applications,Accept,Long Paper
3111,Friendly Topic Assistant for Transformer Based Abstractive Summarization,"Zhengjue Wang, Zhibin Duan, Hao Zhang, chaojie wang, long tian, Bo Chen and Mingyuan Zhou",Summarization,Accept,Long Paper
2500,From Zero to Hero: On the Limitations of Zero-Shot Language Transfer with Multilingual Transformers,"Anne Lauscher, Vinit Ravishankar, Ivan Vulić and Goran Glavaš",Machine Translation and Multilinguality,Accept,Long Paper
2799,Frustratingly Simple Few-Shot Named Entity Recognition with Structured Nearest Neighbor Learning,Yi Yang and Arzoo Katiyar,Information Extraction,Accept,Long Paper
3179,Generating Dialogue Responses from a Semantic Latent Space,"Wei-Jen Ko, Avik Ray, Yilin Shen and Hongxia Jin",Language Generation,Accept,Long Paper
3441,Generating Diverse Translation from Model Distribution with Dropout,"Xuanfu Wu, Yang Feng and Chenze Shao",Machine Translation and Multilinguality,Accept,Long Paper
2117,Generating Fact Checking Briefs,"Angela Fan, Aleksandra Piktus, Fabio Petroni, Guillaume Wenzek, Marzieh Saeidi, Andreas Vlachos, Antoine Bordes and Sebastian Riedel",NLP Applications,Accept,Long Paper
373,Generating Image Descriptions via Sequential Cross-Modal Alignment Guided by Human Gaze,"Ece Takmaz, Sandro Pezzelle, Lisa Beinborn and Raquel Fernández","Linguistic Theories, Cognitive Modeling and Psycholinguistics",Accept,Long Paper
1271,Generating Radiology Reports via Memory-driven Transformer,"Zhihong Chen, Yan Song, Tsung-Hui Chang and Xiang Wan",NLP Applications,Accept,Long Paper
1658,Generating similes e̶f̶f̶o̶r̶t̶l̶e̶s̶s̶l̶y̶ 𝘭𝘪𝘬𝘦 𝘢 𝘗𝘳𝘰: A Style Transfer Approach for Simile Generation,"Tuhin Chakrabarty, Smaranda Muresan and Nanyun Peng",Language Generation,Accept,Long Paper
